name,slug,address,city,state,zip,phone,website,latitude,longitude,description,summary,hours,image_url,logo_url,rating,review_count,seo_tags,premium_score,featured,premium
Coin Laundry / Lavanderia,coin-laundry-lavanderia-winnetkacalifornia,"20042 Saticoy St, Winnetka, CA 91306",Winnetka,California,91306,+1 818-853-4960,,34.2080009,-118.5702868,"Coin Laundry / Lavanderia is a well-maintained laundromat located at 20042 Saticoy St, Winnetka, CA 91306. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Winnetka? Coin Laundry / Lavanderia is your local solution for quality laundry services.","Coin Laundry / Lavanderia is a conveniently located laundromat in Winnetka, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""4:30AM-11PM"", ""Tuesday"": ""4:30AM-11PM"", ""Wednesday"": ""4:30AM-11PM"", ""Thursday"": ""4:30AM-11PM"", ""Friday"": ""4:30AM-11PM"", ""Saturday"": ""4:30AM-11PM"", ""Sunday"": ""4:30AM-11PM""}",https://lh3.googleusercontent.com/p/AF1QipNWaUecHy-D_BXPcYk6mjHiKAO19jhmqyVmJTC-=w800-h500-k-no,https://lh5.googleusercontent.com/-fBWi4okRBbM/AAAAAAAAAAI/AAAAAAAAAAA/q0grlBg0kcY/s44-p-k-no-ns-nd/photo.jpg,3.9,15,"laundromat, coin operated, near me, winnetka laundromat, laundromat in winnetka, laundromat for sale near me, 24 hr laundry near me, laundromat near me within 5 mi",79,false,false
SUDZ Coin Laundry,sudz-coin-laundry-winnetkacalifornia,"20103 Saticoy St # 4, Winnetka, CA 91306",Winnetka,California,91306,+1 818-709-2810,,34.209123,-118.5716255,"SUDZ Coin Laundry is a well-maintained laundromat located at 20103 Saticoy St # 4, Winnetka, CA 91306. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Winnetka? SUDZ Coin Laundry is your local solution for quality laundry services.","SUDZ Coin Laundry is a conveniently located laundromat in Winnetka, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr2LLYu3RUztzWvpYonVjKiyT93dl0G6vLLien30VLBRQGjAvlXhx-imxv9GqTvzcv0wGjLz6LE3dQDUA63RbNuOBlsCzfN1q1aU4hE-0Xlh6uFU8Yex75GyEq7AaBEhiZEZ1EZww=w800-h500-k-no,https://lh5.googleusercontent.com/-f89cAeDieEE/AAAAAAAAAAI/AAAAAAAAAAA/FsOp1eVJCnw/s44-p-k-no-ns-nd/photo.jpg,3.8,102,"laundromat, coin operated, near me, winnetka laundromat, laundromat in winnetka, laundromat open near me, drop off laundry service near me, laundry jobs near me",88,false,false
Tolon Lavanderia,tolon-lavanderia-winnetkacalifornia,"17217 Corbin Ave, Winnetka, CA 91306",Winnetka,California,91306,,,34.2017552,-118.5624783,"Tolon Lavanderia is a well-maintained laundromat located at 17217 Corbin Ave, Winnetka, CA 91306. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Winnetka? Tolon Lavanderia is your local solution for quality laundry services.","Tolon Lavanderia is a conveniently located laundromat in Winnetka, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhz5Qhl8dRPfS0Ns0ylbpLQO2GrHzRa-0U5gu10xzxML3YDnr-kjzuLnb4quNRHqGhCR6FKMmm-ARSVx5mrEkX45rUPwHMsVyYKoRMydGo3mtpx3-mj7DHAkbJFodMrs5gJpP0=w800-h500-k-no,,3.6,96,"laundromat, near me, winnetka laundromat, laundromat in winnetka, laundromat open near me, laundry service near me, best laundromat near me",81,false,false
Rio Laundromat,rio-laundromat-canoga-parkcalifornia,"8328 De Soto Ave, Canoga Park, CA 91304",Canoga Park,California,91304,,,34.2208732,-118.5882326,"Rio Laundromat is a well-maintained laundromat located at 8328 De Soto Ave, Canoga Park, CA 91304. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Canoga Park? Rio Laundromat is your local solution for quality laundry services.","Rio Laundromat is a conveniently located laundromat in Canoga Park, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/p/AF1QipPARsP72BU6w2kKwbzemMa0l3R0S3nE5Rgq6o1M=w800-h500-k-no,https://lh6.googleusercontent.com/-GKb9u32CXnM/AAAAAAAAAAI/AAAAAAAAAAA/qDN-OBry1gc/s44-p-k-no-ns-nd/photo.jpg,4.4,382,"laundromat, near me, canoga park laundromat, laundromat in canoga park, laundry pick up and delivery near me, laundry matt near me, 24 hour laundry near me",84,false,false
Santa Fe Lavanderia,santa-fe-lavanderia-canoga-parkcalifornia,"6816 De Soto Ave, Canoga Park, CA 91303",Canoga Park,California,91303,+1 747-204-2322,https://www.tiktok.com/@santafelavanderia,34.1942109,-118.587054,"Santa Fe Lavanderia is a well-maintained laundromat located at 6816 De Soto Ave, Canoga Park, CA 91303. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Canoga Park? Santa Fe Lavanderia is your local solution for quality laundry services.","Santa Fe Lavanderia is a conveniently located laundromat in Canoga Park, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/p/AF1QipOCDOygIOzJHvi0Zis8QN0EeLpIv1xlVYstHJ8F=w800-h500-k-no,https://lh4.googleusercontent.com/-Ysu4U8LZpiw/AAAAAAAAAAI/AAAAAAAAAAA/RlXc5CeLL3w/s44-p-k-no-ns-nd/photo.jpg,4.3,86,"laundromat, near me, canoga park laundromat, laundromat in canoga park, 24 hr laundry near me, 24 hour laundromat near me, laundry detergent near me",97,true,true
Mr and Mrs Bubbles Laundromat,mr-and-mrs-bubbles-laundromat-van-nuyscalifornia,"7405 Van Nuys Blvd, Van Nuys, CA 91405",Van Nuys,California,91405,+1 818-387-6505,http://laundrylosangeles.com/,34.2050482,-118.4496468,"Mr and Mrs Bubbles Laundromat is a well-maintained laundromat located at 7405 Van Nuys Blvd, Van Nuys, CA 91405. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Mr and Mrs Bubbles Laundromat is your local solution for quality laundry services.","Mr and Mrs Bubbles Laundromat is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""5AM-12AM"", ""Tuesday"": ""5AM-12AM"", ""Wednesday"": ""5AM-12AM"", ""Thursday"": ""5AM-12AM"", ""Friday"": ""5AM-12AM"", ""Saturday"": ""5AM-12AM"", ""Sunday"": ""5AM-12AM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no1pC3FPDjJ8QtgZTi5l73Kw38Hq3ChE3SQbBlGjl3QRtCAMRCA4jgdxpIhk9rVQMRH5e3SGQCSUedzJ5jm75to2hH6c5kPmw8mZS5OY3wUaEl014Y3Kigo6651lWoMtvCn9lFQ=w800-h500-k-no,https://lh4.googleusercontent.com/-GeZPisqtRf0/AAAAAAAAAAI/AAAAAAAAAAA/YZccq98Y-Wg/s44-p-k-no-ns-nd/photo.jpg,4.4,81,"laundromat, near me, van nuys laundromat, laundromat in van nuys, pick up laundry service near me, laundromat near me open now, laundromat near me for sale",97,true,true
Valley View Laundry Lounge,valley-view-laundry-lounge-van-nuyscalifornia,"13714 Sherman Way, Van Nuys, CA 91405",Van Nuys,California,91405,+1 747-264-1774,https://valleyviewlaundrylounge.com/,34.20039,-118.4322275,"Valley View Laundry Lounge is a well-maintained laundromat located at 13714 Sherman Way, Van Nuys, CA 91405. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Valley View Laundry Lounge is your local solution for quality laundry services.","Valley View Laundry Lounge is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""5AM-10PM"", ""Tuesday"": ""5AM-10PM"", ""Wednesday"": ""5AM-10PM"", ""Thursday"": ""5AM-10PM"", ""Friday"": ""5AM-10PM"", ""Saturday"": ""5AM-10PM"", ""Sunday"": ""5AM-10PM""}",https://lh3.googleusercontent.com/p/AF1QipP22JoILIiR0OvTQDVprj2CAyVLQ4KS72ptczjC=w800-h500-k-no,https://lh5.googleusercontent.com/-Hwwun3fjFwE/AAAAAAAAAAI/AAAAAAAAAAA/NaAvDPu5Tx8/s44-p-k-no-ns-nd/photo.jpg,4.7,129,"laundromat, near me, van nuys laundromat, laundromat in van nuys, wash and fold laundry, laundry pick up and delivery near me, laundromat for sale near me",99,true,true
Van Nuys Coin Laundry,van-nuys-coin-laundry-van-nuyscalifornia,"14555 Victory Blvd, Van Nuys, CA 91411",Van Nuys,California,91411,+1 626-479-4183,,34.1870901,-118.4505658,"Van Nuys Coin Laundry is a well-maintained laundromat located at 14555 Victory Blvd, Van Nuys, CA 91411. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Van Nuys Coin Laundry is your local solution for quality laundry services.","Van Nuys Coin Laundry is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/p/AF1QipPdtHaJCQcPluuk-b09pRkQmnQ9sESky8666709=w800-h500-k-no,https://lh3.googleusercontent.com/-bTaA3A-QtCk/AAAAAAAAAAI/AAAAAAAAAAA/gi7VI2Lv3A0/s44-p-k-no-ns-nd/photo.jpg,3.8,26,"laundromat, coin operated, near me, van nuys laundromat, laundromat in van nuys, laundromat near me within 1 mi, best laundromat near me, wash and fold laundry",80,false,false
Sparkles Laundry,sparkles-laundry-van-nuyscalifornia,"13521 Sherman Way, Van Nuys, CA 91405",Van Nuys,California,91405,+1 818-208-6748,,34.201708,-118.427682,"Sparkles Laundry is a well-maintained laundromat located at 13521 Sherman Way, Van Nuys, CA 91405. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Sparkles Laundry is your local solution for quality laundry services.","Sparkles Laundry is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""6AM-9PM"", ""Tuesday"": ""6AM-9PM"", ""Wednesday"": ""6AM-9PM"", ""Thursday"": ""6AM-9PM"", ""Friday"": ""6AM-9PM"", ""Saturday"": ""6AM-9PM"", ""Sunday"": ""6AM-9PM""}",https://lh3.googleusercontent.com/p/AF1QipO3b3oAucOHOp886QZcgf-xFOrUjO2V68vqJtkE=w800-h500-k-no,https://lh5.googleusercontent.com/-N5RiruKeP9M/AAAAAAAAAAI/AAAAAAAAAAA/AcBUITYTP_s/s44-p-k-no-ns-nd/photo.jpg,4.3,92,"laundromat, near me, van nuys laundromat, laundromat in van nuys, coin laundry near me, drop off laundry service near me, laundromat near me within 5 mi",88,false,false
Spin Cycle Coin Laundry,spin-cycle-coin-laundry-van-nuyscalifornia,"14401 Victory Blvd, Van Nuys, CA 91401",Van Nuys,California,91401,,http://spin-cycle-coin-van-nuys.poi.place/,34.187052,-118.4468841,"Spin Cycle Coin Laundry is a well-maintained laundromat located at 14401 Victory Blvd, Van Nuys, CA 91401. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Spin Cycle Coin Laundry is your local solution for quality laundry services.","Spin Cycle Coin Laundry is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""8AM-9PM"", ""Tuesday"": ""8AM-9PM"", ""Wednesday"": ""8AM-9PM"", ""Thursday"": ""8AM-9PM"", ""Friday"": ""8AM-9PM"", ""Saturday"": ""8AM-9PM"", ""Sunday"": ""8AM-9PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npQXiSFR8VdtIHEGwlU2T8SLl3jxG7F79Kqlh14BcTMwDYwA0W9MuR03Ro2Hwgr19qPxp8r9vczdCN_Oe68a_9i4VYbsNET2soGUouiG9j1t-UdMMJdrad6BrlHkAq-D4N0TO0x=w800-h500-k-no,,4.2,78,"laundromat, coin operated, near me, van nuys laundromat, laundromat in van nuys, wash and fold laundry, laundry mat near me, laundromat near me open now",90,false,true
Wash & Go Laundromat,wash-go-laundromat-van-nuyscalifornia,"14904 Victory Blvd, Van Nuys, CA 91411",Van Nuys,California,91411,+1 818-317-0022,,34.1863237,-118.457908,"Wash & Go Laundromat is a well-maintained laundromat located at 14904 Victory Blvd, Van Nuys, CA 91411. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Wash & Go Laundromat is your local solution for quality laundry services.","Wash & Go Laundromat is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""6:30AM-9:30PM"", ""Tuesday"": ""6:30AM-9:30PM"", ""Wednesday"": ""6:30AM-9:30PM"", ""Thursday"": ""6:30AM-9:30PM"", ""Friday"": ""6:30AM-9:30PM"", ""Saturday"": ""6AM-9:30PM"", ""Sunday"": ""6AM-9:30PM""}",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UJkImtG93rApyOVRLtlRHA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=200.64699&pitch=0&thumbfov=100,https://lh6.googleusercontent.com/-isKWlGbgLW4/AAAAAAAAAAI/AAAAAAAAAAA/vUXwYABF-4k/s44-p-k-no-ns-nd/photo.jpg,4.5,4,"laundromat, near me, van nuys laundromat, laundromat in van nuys, laundry mats near me, laundromat for sale near me, drop off laundry service near me",79,false,false
SoCal Wash and Fold - Van Nuys,socal-wash-and-fold-van-nuys-van-nuyscalifornia,"6756 Sepulveda Blvd, Van Nuys, CA 91411",Van Nuys,California,91411,+1 818-631-4118,http://www.socalwashandfold.com/,34.1931603,-118.4653777,"SoCal Wash and Fold - Van Nuys is a well-maintained laundromat located at 6756 Sepulveda Blvd, Van Nuys, CA 91411. Our professional wash and fold service saves you time while ensuring your clothes are perfectly cleaned and neatly folded. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? SoCal Wash and Fold - Van Nuys is your local solution for quality laundry services.","SoCal Wash and Fold - Van Nuys is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/p/AF1QipM8tXNVd17zeSVgvWZxOnKj6Fnb5OMyP80DMhgr=w800-h500-k-no,https://lh5.googleusercontent.com/-g9ygcPWygig/AAAAAAAAAAI/AAAAAAAAAAA/vC_tc27e_Wk/s44-p-k-no-ns-nd/photo.jpg,4,199,"laundromat, wash and fold, near me, van nuys laundromat, laundromat in van nuys, coin laundromat near me, cheap laundromat near me, 24 hour laundry near me",98,true,true
Panorama Coin Laundromat,panorama-coin-laundromat-panorama-citycalifornia,"8126 Van Nuys Blvd Unit #1, Panorama City, CA 91402",Panorama City,California,91402,+1 818-290-3213,,34.2187856,-118.4482404,"Panorama Coin Laundromat is a well-maintained laundromat located at 8126 Van Nuys Blvd Unit #1, Panorama City, CA 91402. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Panorama City? Panorama Coin Laundromat is your local solution for quality laundry services.","Panorama Coin Laundromat is a conveniently located laundromat in Panorama City, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""6AM-10PM"", ""Tuesday"": ""6AM-10PM"", ""Wednesday"": ""6AM-10PM"", ""Thursday"": ""6AM-10PM"", ""Friday"": ""6AM-10PM"", ""Saturday"": ""6AM-10PM"", ""Sunday"": ""6AM-10PM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrDNKC54fpLCZvYKsQMIngoAvJJ0JvrdFkoz2R-kbNM55Uu2nr5bTRsFyI0VVlENqLx-gru0S69IEOZl0JTdGo9YJnTYKQruP74dwpsziYInTSXw6i7GUelaDKE-wLDiP_MklJ8=w800-h500-k-no,https://lh3.googleusercontent.com/-PQOlAUfPGn4/AAAAAAAAAAI/AAAAAAAAAAA/eGuk5GppI10/s44-p-k-no-ns-nd/photo.jpg,4.4,49,"laundromat, coin operated, near me, panorama city laundromat, laundromat in panorama city, 24 hr laundry near me, coin laundry near me, laundry near me open now",83,false,false
Wishy Wash Coin Laundry / la mejor lavandería,wishy-wash-coin-laundry-la-mejor-lavandera-van-nuyscalifornia,"6839 Lennox Ave #4043, Van Nuys, CA 91405",Van Nuys,California,91405,+1 818-918-5682,,34.1949934,-118.4461072,"Wishy Wash Coin Laundry / la mejor lavandería is a well-maintained laundromat located at 6839 Lennox Ave #4043, Van Nuys, CA 91405. We provide self-service machines for your convenience, allowing you to do laundry on your schedule. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Wishy Wash Coin Laundry / la mejor lavandería is your local solution for quality laundry services.","Wishy Wash Coin Laundry / la mejor lavandería is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""5AM-10PM"", ""Tuesday"": ""5AM-10PM"", ""Wednesday"": ""5AM-10PM"", ""Thursday"": ""5AM-10PM"", ""Friday"": ""5AM-10PM"", ""Saturday"": ""5AM-10PM"", ""Sunday"": ""5AM-10PM""}",https://lh3.googleusercontent.com/p/AF1QipP19Havb3NIAmJzISmuMeQVOSdBwxzPQBX4ro2a=w800-h500-k-no,https://lh4.googleusercontent.com/-V9nGS9WilMY/AAAAAAAAAAI/AAAAAAAAAAA/oUlEYWY3H8Q/s44-p-k-no-ns-nd/photo.jpg,3.9,101,"laundromat, coin operated, near me, van nuys laundromat, laundromat in van nuys, drop off laundry near me, closest laundromat near me, wash and fold laundry",88,false,false
The Orange Laundry,the-orange-laundry-van-nuyscalifornia,"13626 Vanowen St, Van Nuys, CA 91405",Van Nuys,California,91405,+1 818-530-4447,,34.1935654,-118.4301755,"The Orange Laundry is a well-maintained laundromat located at 13626 Vanowen St, Van Nuys, CA 91405. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? The Orange Laundry is your local solution for quality laundry services.","The Orange Laundry is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""5:30AM-11PM"", ""Tuesday"": ""5:30AM-11PM"", ""Wednesday"": ""5:30AM-11PM"", ""Thursday"": ""5:30AM-11PM"", ""Friday"": ""5:30AM-11PM"", ""Saturday"": ""5:30AM-12AM"", ""Sunday"": ""5:30AM-12AM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqA4gxQJULhsLB1b7S4HW1ztPACqiOd3AqBMPjx6kpQ9AQ1yYDnjx_5C_iP-NgI6yxyuzy_jPF4vw3-dtwcRlK8kiQDSf9bgPVV98KdfcLHIcrdj-NidDWfu78VX19lDCkiCzcPQw=w800-h500-k-no,https://lh6.googleusercontent.com/-Jozaekfh-Po/AAAAAAAAAAI/AAAAAAAAAAA/80b49cvWpyQ/s44-p-k-no-ns-nd/photo.jpg,4.4,110,"laundromat, near me, van nuys laundromat, laundromat in van nuys, wash and fold laundry service near me, 24 hr laundry near me, cheap laundromat near me",89,false,false
Kester Lava,kester-lava-van-nuyscalifornia,"6823 Kester Ave, Van Nuys, CA 91405",Van Nuys,California,91405,,,34.194655,-118.4579433,"Kester Lava is a well-maintained laundromat located at 6823 Kester Ave, Van Nuys, CA 91405. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Kester Lava is your local solution for quality laundry services.","Kester Lava is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7L4goZCAlndJF0tufApCVt-K6rqgT6OUIFWmqidFPamJ5y-8kAdn9ObXuQt5LRF69RlDl3hIavp3GXQy3MV_sReJj8dZ9gtxDCO3d7ODQGQipyyn9X_ybbt2IYWkrwztSh_zvEQ=w800-h500-k-no,,4.1,14,"laundromat, near me, van nuys laundromat, laundromat in van nuys, 24 hr laundry near me, 24hr laundromat near me, wash and fold laundry service near me",69,false,false
The Oaks Laundry Center,the-oaks-laundry-center-sherman-oakscalifornia,"14837 Burbank Blvd, Sherman Oaks, CA 91411",Sherman Oaks,California,91411,+1 818-782-2100,http://www.theoakslaundry.com/,34.1723425,-118.4566732,"The Oaks Laundry Center is a well-maintained laundromat located at 14837 Burbank Blvd, Sherman Oaks, CA 91411. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Sherman Oaks? The Oaks Laundry Center is your local solution for quality laundry services.","The Oaks Laundry Center is a conveniently located laundromat in Sherman Oaks, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",https://lh3.googleusercontent.com/p/AF1QipPdAQIBSDIG9EFbjXzQAXt-GFQmKPVtsgAVn7Fg=w800-h500-k-no,https://lh6.googleusercontent.com/-Zb1Z3L95WiM/AAAAAAAAAAI/AAAAAAAAAAA/m5DXuF7QPvI/s44-p-k-no-ns-nd/photo.jpg,4.1,162,"laundromat, near me, sherman oaks laundromat, laundromat in sherman oaks, drop off laundry near me, 24 hour laundry near me, laundromat open near me",98,true,true
Launderland Wash & Dry,launderland-wash-dry-panorama-citycalifornia,"8342 Van Nuys Blvd, Panorama City, CA 91402",Panorama City,California,91402,+1 310-699-9933,https://launderland-dry-panorama-city.edan.io/?ref=pv,34.2236371,-118.4470998,"Launderland Wash & Dry is a well-maintained laundromat located at 8342 Van Nuys Blvd, Panorama City, CA 91402. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Panorama City? Launderland Wash & Dry is your local solution for quality laundry services.","Launderland Wash & Dry is a conveniently located laundromat in Panorama City, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.","{""Monday"": ""5AM-12AM"", ""Tuesday"": ""5AM-12AM"", ""Wednesday"": ""5AM-12AM"", ""Thursday"": ""5AM-12AM"", ""Friday"": ""5AM-12AM"", ""Saturday"": ""5AM-12AM"", ""Sunday"": ""5AM-12AM""}",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npJkzbUGe89nkuMZfZyfBJFSqUGRPAoNjL1f0wIFOUekKSk1x1BwaCaVTR-ibx8y1Z0RAMkmWSNKz4UjQWzubLKwsjufk0XMSlCR3Rju8tKuls_K0M5J4aGfft_D1RDbvVzUEeU=w800-h500-k-no,https://lh4.googleusercontent.com/-cQJS8RxYbhs/AAAAAAAAAAI/AAAAAAAAAAA/8SCPk1ACuxI/s44-p-k-no-ns-nd/photo.jpg,3.2,162,"laundromat, near me, panorama city laundromat, laundromat in panorama city, laundry mats near me, best laundromat near me, wash and fold laundry service near me",96,true,true
Abuelita's Lavanderia,abuelitas-lavanderia-van-nuyscalifornia,"14034 Victory Blvd, Van Nuys, CA 91401",Van Nuys,California,91401,+1 818-855-7340,,34.1862572,-118.439204,"Abuelita's Lavanderia is a well-maintained laundromat located at 14034 Victory Blvd, Van Nuys, CA 91401. We offer a range of machines to handle loads of all sizes, from regular laundry to bulky items like comforters and blankets. Visit us for a clean, efficient laundry experience with well-maintained machines and a comfortable environment. Looking for a ""laundromat near me"" in Van Nuys? Abuelita's Lavanderia is your local solution for quality laundry services.","Abuelita's Lavanderia is a conveniently located laundromat in Van Nuys, California offering full-service. Clean facilities and modern equipment for a hassle-free laundry experience near you.",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr5NyQx8lGoClEaYLhqAOg37l92KUNQDaw_YxrWBjg-SSaL0F7-PL1cSd66ABUM9YxGvkbSM1KGJRBXW-lJekxLGiiTQ2aGDXag8E-EbFGYvPLuprV4JPahUUjrHNy7515NSoVA=w800-h500-k-no,https://lh4.googleusercontent.com/-zoj0c2zFztM/AAAAAAAAAAI/AAAAAAAAAAA/YxO50Q02Cd0/s44-p-k-no-ns-nd/photo.jpg,4.1,55,"laundromat, near me, van nuys laundromat, laundromat in van nuys, laundromat near me within 1 mi, laundromat near me open now, drop off laundry service near me",78,false,false
